IND;Best Estimate;Probability;2nd Best Estimate;Probability;3rd Best Estimate, etc.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390_W_65_1993 ;NorthEsk;0.9768;Dionard;0.0112;Numedalsiagen;0.0085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393_W_66_1993 ;Gaula;0.9586;Lardaiselva;0.0225;Blackwater;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395_W_68_1993 ;Blackwater;0.9110;NorthEsk;0.0532;Dart;0.0319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398_W_66_1993 ;NorthEsk;0.9506;Dionard;0.0244;Tweed;0.0228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399_W_71_1993 ;Laukhelle_aver;0.8132;Gaula;0.1682;Lardaiselva;0.0118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400_W_62_1993 ;NorthEsk;0.9953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402_W_51_1993 ;Blackwater;0.9951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405_W_50_1993 ;Lardaiselva;0.6753;Gaula;0.3239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403_W_66_1993 ;Gaula;0.9571;Lardaiselva;0.0296;Dionard;0.0114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507_W_68_1993 ;NorthEsk;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509_W_64_1993 ;Gaula;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1510_W_46_1993 ;Blackwater;0.7919;Dionard;0.1785;NorthEsk;0.0246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1511_W_47_1993 ;Dionard;0.7626;Blackwater;0.1341;Tweed;0.0935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1512_W_45_1993 ;NorthEsk;0.9270;Dionard;0.0479;Blackwater;0.0197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1513_W_68_1993 ;Matapedia;0.9577;Chaloupe;0.0374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1514_W_63_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1515_W_59_1993 ;Dionard;0.4036;Gaula;0.3913;NorthEsk;0.1895;Blackwater;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1516_W_65_1993 ;Dionard;0.5255;Moy;0.2246;Gaula;0.1285;Blackwater;0.0808;Numedalsiagen;0.0215;Laukhelle_aver;0.0176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1517_W_60_1993 ;Gaula;0.9835;Lardaiselva;0.0164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1521_W_64_1993 ;Dionard;0.8759;NorthEsk;0.1220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1529_W_68_1993 ;NorthEsk;0.5226;Dionard;0.4765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1528_W_65_1993 ;Dionard;0.5596;NorthEsk;0.3976;Moy;0.0392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1527_W_58_1993 ;Chaloupe;0.7965;DuGouffre;0.2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1526_W_60_1993 ;Blackwater;0.8167;Tweed;0.1081;Dart;0.0421;Dionard;0.0288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1524_W_64_1993 ;Gaula;0.9991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520_W_67_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1503_W_65_1993 ;Dionard;0.9047;NorthEsk;0.0809;Tweed;0.0117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508_W_66_1993 ;NorthEsk;0.9990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1506_W_65_1993 ;Gaula;0.7994;Lardaiselva;0.1874;Dionard;0.0079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1490_W_59_1993 ;Gaula;0.9207;Lardaiselva;0.0793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1492_W_65_1993 ;DuGouffre;0.5061;Matapedia;0.3337;Chaloupe;0.1069;StPaul;0.0533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1488_W_72_1993 ;NorthEsk;0.9892;Dionard;0.0098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1487_W_69_1993 ;Matapedia;0.9699;DuGouffre;0.0152;StPaul;0.0120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1485_W_66_1993 ;Blackwater;0.8757;Moy;0.0491;Tweed;0.0303;Dionard;0.0239;NorthEsk;0.0163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1484_W_65_1993 ;Gaula;0.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1483_W_67_1993 ;DuGouffre;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1482_W_70_1993 ;Dionard;0.8116;Blackwater;0.1555;NorthEsk;0.0251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1489_W_73_1993 ;Dionard;0.5617;NorthEsk;0.4362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1494_W_68_1993 ;Dionard;0.9359;NorthEsk;0.0637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1495_W_67_1993 ;Chaloupe;0.9935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1496_W_67_1993 ;Blackwater;0.7868;Dionard;0.1473;Dart;0.0592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1497_W_81_1993 ;Gaula;0.7621;Lardaiselva;0.2379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1504_W_70_1993 ;Gaula;0.9883;Lardaiselva;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1499_W_63_1993 ;Gaula;0.8208;Lardaiselva;0.1790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500_W_66_1993 ;Gaula;0.5168;Lardaiselva;0.4818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1501_W_62_1993 ;Gaula;0.9849;Lardaiselva;0.0151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1523_W_69_1993 ;Matapedia;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1555_W_69_1993 ;Gaula;0.6238;Dionard;0.3710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1556_W_65_1993 ;Gaula;0.9029;Numedalsiagen;0.0603;NorthEsk;0.0294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1561_W_74_1993 ;Alta;0.9987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1563_W_60_1993 ;NorthEsk;0.9365;Tweed;0.0414;Moy;0.0134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1565_W_65_1993 ;Gaula;0.9988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1566_W_70_1993 ;Dionard;0.9828;Numedalsiagen;0.0098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571_W_75_1993 ;Gaula;0.9959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1568_W_69_1993 ;Gaula;0.9895;Lardaiselva;0.0100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1570_W_66_1993 ;Numedalsiagen;0.9986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1558_W_76_1993 ;Gaula;0.8796;Lardaiselva;0.1183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1540_W_71_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1542_W_64_1993 ;NorthEsk;0.9729;Tweed;0.0190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1538_W_66_1993 ;NorthEsk;0.5909;Dionard;0.4083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1537_W_64_1993 ;Matapedia;0.9839;Chaloupe;0.0161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1535_W_72_1993 ;Dionard;0.9806;NorthEsk;0.0125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1534_W_65_1993 ;Lardaiselva;0.6270;Gaula;0.3507;Numedalsiagen;0.0121;NorthEsk;0.0094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1533_W_72_1993 ;Gaula;0.9604;Numedalsiagen;0.0329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1532_W_71_1993 ;Dionard;0.9867;Gaula;0.0130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1531_W_69_1993 ;Gaula;0.3714;Numedalsiagen;0.2546;Blackwater;0.1720;Dionard;0.1232;Lardaiselva;0.0392;Dart;0.0324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1539_W_83_1993 ;Gaula;0.9160;Numedalsiagen;0.0588;Dionard;0.0243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1543_W_77_1993 ;Dionard;0.8434;Blackwater;0.1477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1544_W_66_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1545_W_61_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1549_W_65_1993 ;Matapedia;0.8684;DuGouffre;0.1046;Chaloupe;0.0270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1550_W_72_1993 ;Gaula;0.9977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1552_W_45_1993 ;Moy;0.9050;Blackwater;0.0741;Dionard;0.0200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1547_W_47_1993 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1557_W_44_1993 ;Blackwater;0.9777;NorthEsk;0.0214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1613_W_70_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1611_W_68_1993 ;NorthEsk;0.7296;Blackwater;0.1423;Dionard;0.1280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1620_W_72_1993 ;NorthEsk;0.8856;Blackwater;0.0834;Dart;0.0288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1612_W_65_1993 ;Alta;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1615_W_103_1993 ;Lardaiselva;0.7815;Blackwater;0.1691;Gaula;0.0484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628_W_70_1993 ;Blackwater;0.9619;Dionard;0.0223;NorthEsk;0.0101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1627_W_63_1993 ;DuGouffre;0.9038;Matapedia;0.0961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1626_W_68_1993 ;DuGouffre;0.9910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1625_W_64_1993 ;Chaloupe;0.8769;Matapedia;0.1164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1624_W_66_1993 ;NorthEsk;0.9324;Dionard;0.0643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1618_W_66_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1630_W_64_1993 ;UN_aver;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1623_W_63_1993 ;DuGouffre;0.9285;StPaul;0.0437;Matapedia;0.0273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1591_W_87_1993 ;Matapedia;0.9961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1588_W_67_1993 ;Gaula;0.8099;NorthEsk;0.1889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1587_W_62_1993 ;Alta;0.9943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1586_W_62_1993 ;Gaula;0.9975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1585_W_68_1993 ;Gaula;0.9852;Lardaiselva;0.0110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1584_W_70_1993 ;Gaula;0.9993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1582_W_68_1993 ;Matapedia;0.9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1589_W_70_1993 ;Dart;0.8042;Blackwater;0.1306;Moy;0.0309;Dionard;0.0173;NorthEsk;0.0170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1593_W_69_1993 ;Lardaiselva;0.9837;Gaula;0.0162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1594_W_69_1993 ;Blackwater;0.9534;Dionard;0.0275;NorthEsk;0.0108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1595_W_67_1993 ;Numedalsiagen;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1596_W_63_1993 ;Dionard;0.8620;NorthEsk;0.1347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1597_W_70_1993 ;Numedalsiagen;0.9316;Gaula;0.0680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1600_W_62_1993 ;Matapedia;0.7161;Chaloupe;0.2505;DuGouffre;0.0334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1601_W_67_1993 ;NorthEsk;0.8110;Dionard;0.1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1603_W_75_1993 ;Numedalsiagen;0.9656;Lardaiselva;0.0336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1659_W_69_1993 ;Gaula;0.9826;Dionard;0.0060;Lardaiselva;0.0046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1660_W_61_1993 ;Gaula;0.8020;Lardaiselva;0.1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1661_W_70_1993 ;Gaula;0.8064;Numedalsiagen;0.1697;Lardaiselva;0.0201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1662_W_69_1993 ;Gaula;0.9985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1663_W_68_1993 ;NorthEsk;0.6044;Dionard;0.3897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1664_W_66_1993 ;Dionard;0.5844;Blackwater;0.2907;NorthEsk;0.1225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1665_W_72_1993 ;Numedalsiagen;0.3731;Gaula;0.3258;NorthEsk;0.1869;Lardaiselva;0.0794;Dionard;0.0336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1667_W_73_1993 ;Blackwater;0.5381;Dionard;0.3018;Tweed;0.0793;Dart;0.0698;NorthEsk;0.0093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1672_W_74_1993 ;Gaula;0.6779;Numedalsiagen;0.3049;Blackwater;0.0080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1679_W_70_1993 ;NorthEsk;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1676_W_71_1993 ;NorthEsk;0.7707;Dionard;0.1371;Tweed;0.0906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1673_W_69_1993 ;NorthEsk;0.9042;Dionard;0.0958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1668_W_65_1993 ;Chaloupe;0.5509;StPaul;0.3810;DuGouffre;0.0678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1671_W_63_1993 ;Gaula;0.9956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1669_W_63_1993 ;Dionard;0.9128;Blackwater;0.0709;NorthEsk;0.0085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1641_W_72_1993 ;Gaula;0.6856;NorthEsk;0.1744;Dionard;0.0681;Mal_aver;0.0421;Moy;0.0161;Numedalsiagen;0.0052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1637_W_76_1993 ;NorthEsk;0.7905;Gaula;0.1177;Dionard;0.0711;Blackwater;0.0201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636_W_71_1993 ;NorthEsk;0.9588;Dionard;0.0382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1632_W_69_1993 ;Gaula;0.9600;Lardaiselva;0.0317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635_W_67_1993 ;Gaula;0.9997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642_W_76_1993 ;Dionard;0.9931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1644_W_69_1993 ;Dionard;0.8138;Moy;0.1020;Blackwater;0.0834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1645_W_68_1993 ;Gaula;0.9897;Lardaiselva;0.0103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1646_W_61_1993 ;Gaula;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1651_W_55_1993 ;NorthEsk;0.4922;Dionard;0.4546;Blackwater;0.0532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1654_W_51_1993 ;Moy;0.5339;Dionard;0.2645;NorthEsk;0.1910;Tweed;0.0050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1709_W_72_1993 ;Gaula;0.9987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1710_W_64_1993 ;Ura_aver;0.8988;Tuloma;0.1012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1711_W_70_1993 ;NorthEsk;0.7481;Dionard;0.2348;Blackwater;0.0134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1712_W_65_1993 ;Gaula;0.8608;Lardaiselva;0.1359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1719_W_70_1993 ;Gaula;0.7173;Blackwater;0.2687;Mal_aver;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1706_W_68_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1715_W_73_1993 ;NorthEsk;0.9945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1716_W_71_1993 ;Gaula;0.9884;Laukhelle_aver;0.0115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1695_W_56_1993 ;Dionard;0.9173;Gaula;0.0471;NorthEsk;0.0282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717_W_69_1993 ;Gaula;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1707_W_67_1993 ;NorthEsk;0.9869;Dionard;0.0131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1728_W_63_1993 ;NorthEsk;0.8685;Dionard;0.1236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1726_W_66_1993 ;Lardaiselva;0.9170;Gaula;0.0830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1724_W_66_1993 ;DuGouffre;0.5882;Matapedia;0.4110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1723_W_63_1993 ;Chaloupe;0.9815;Matapedia;0.0112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1722_W_63_1993 ;NorthEsk;0.8700;Tweed;0.1170;Dionard;0.0116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1730_W_77_1993 ;Blackwater;0.9764;Dart;0.0128;Dionard;0.0076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1708_W_63_1993 ;NorthEsk;0.5085;Dionard;0.4580;Tweed;0.0161;Gaula;0.0125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1691_W_64_1993 ;Blackwater;0.9659;NorthEsk;0.0220;Dionard;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1688_W_70_1993 ;Gaula;0.5924;Lardaiselva;0.2080;Numedalsiagen;0.1611;Alta;0.0135;Laukhelle_aver;0.0080;Dionard;0.0065;Dart;0.0045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1681_W_49_1993 ;Blackwater;0.9635;Dart;0.0268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1689_W_67_1993 ;Matapedia;0.9983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1687_W_71_1993 ;Blackwater;0.9208;NorthEsk;0.0519;Dionard;0.0238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685_W_66_1993 ;Matapedia;0.9945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1684_W_66_1993 ;Dionard;0.7565;Blackwater;0.1664;Dart;0.0432;Gaula;0.0236;Numedalsiagen;0.0061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1682_W_66_1993 ;NorthEsk;0.7753;Gaula;0.2186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1690_W_68_1993 ;Lardaiselva;0.5725;Gaula;0.4069;Ura_aver;0.0080;Laukhelle_aver;0.0072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1698_W_47_1993 ;Dionard;0.7275;Blackwater;0.2211;Dart;0.0205;Tweed;0.0177;NorthEsk;0.0132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701_W_68_1993 ;Gaula;0.9916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702_W_66_1993 ;Lardaiselva;0.9947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1703_W_69_1993 ;Matapedia;0.9965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1705_W_63_1993 ;Lardaiselva;0.8161;Gaula;0.1648;Numedalsiagen;0.0121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1704_W_63_1993 ;Tuloma;0.9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1693_W_67_1993 ;Gaula;0.9130;NorthEsk;0.0786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1748_W_103_1994 ;Gaula;0.9972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1746_W_73_1994 ;Gaula;0.9994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1747_W_95_1994 ;Emtsa;0.7796;MPI_aver;0.2204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1743_W_69_1994 ;Gaula;0.9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1750_W_73_1994 ;Dionard;0.4222;Tweed;0.3005;Blackwater;0.1308;Dart;0.0605;NorthEsk;0.0510;Gaula;0.0350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1752_W_68_1994 ;Gaula;0.9008;Numedalsiagen;0.0521;Lardaiselva;0.0463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1753_W_71_1994 ;Gaula;0.9984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1754_W_75_1994 ;Lardaiselva;0.7510;Gaula;0.2483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1755_W_86_1994 ;Numedalsiagen;0.9402;Dart;0.0261;Gaula;0.0192;Blackwater;0.0140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1744_W_69_1994 ;Gaula;0.9971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1739_W_66_1994 ;NorthEsk;0.9607;Tweed;0.0294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1732_W_46_1994 ;Dionard;0.9369;Dart;0.0578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1733_W_44_1994 ;DuGouffre;0.9864;Matapedia;0.0136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1734_W_84_1994 ;Numedalsiagen;0.8599;Gaula;0.0997;Dionard;0.0273;Lardaiselva;0.0082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1736_W_86_1994 ;NorthEsk;0.5020;Blackwater;0.2533;Dart;0.2316;Dionard;0.0084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1737_W_85_1994 ;Gaula;0.9886;Numedalsiagen;0.0113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1742_W_86_1994 ;Gaula;0.7234;Lardaiselva;0.2051;Numedalsiagen;0.0714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
